Date,Scheme Name,ISIN,NAV
2019-08-29,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,70.64
2019-08-29,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,116.6065
2019-08-30,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,29.09
2019-08-30,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.84
2019-08-30,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.18
2019-08-30,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,194.985
2019-08-30,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.62
2019-08-30,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,463.534
2019-08-30,HSBC Large Cap Fund - Regular Growth,INF336L01016,206.3187
2019-08-30,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,65.3935
2019-08-30,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,26.414
2019-08-30,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,26.1027
2019-08-30,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.7563
2019-08-30,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.8413
2019-08-30,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,211.5733
2019-08-30,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,71.13
2019-08-30,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,117.5069
2019-09-03,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.57
2019-09-03,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.21
2019-09-03,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,23.74
2019-09-03,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,190.557
2019-09-03,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.03
2019-09-03,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,453.469
2019-09-03,HSBC Large Cap Fund - Regular Growth,INF336L01016,201.7729
2019-09-03,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,64.857
2019-09-03,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,25.867
2019-09-03,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,25.6269
2019-09-03,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.5669
2019-09-03,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.1966
2019-09-03,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,206.9892
2019-09-03,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,69.77
2019-09-03,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,115.4077
2019-09-04,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.64
2019-09-04,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.3
2019-09-04,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,23.83
2019-09-04,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,191.201
2019-09-04,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.11
2019-09-04,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,457.457
2019-09-04,HSBC Large Cap Fund - Regular Growth,INF336L01016,202.8182
2019-09-04,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,64.933
2019-09-04,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,25.996
2019-09-04,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,25.6423
2019-09-04,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.5871
2019-09-04,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.4652
2019-09-04,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,208.0884
2019-09-04,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,70.0
2019-09-04,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,115.841
2019-09-05,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.55
2019-09-05,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.25
2019-09-05,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,23.83
2019-09-05,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,192.012
2019-09-05,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.13
2019-09-05,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,459.935
2019-09-05,HSBC Large Cap Fund - Regular Growth,INF336L01016,201.8471
2019-09-05,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,64.9548
2019-09-05,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,25.963
2019-09-05,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,25.5905
2019-09-05,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.6007
2019-09-05,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.4795
2019-09-05,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,208.1508
2019-09-05,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,69.82
2019-09-05,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,115.8783
2019-09-06,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.79
2019-09-06,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.51
2019-09-06,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.03
2019-09-06,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,194.48
2019-09-06,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.37
2019-09-06,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,464.366
2019-09-06,HSBC Large Cap Fund - Regular Growth,INF336L01016,203.0913
2019-09-06,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,65.1918
2019-09-06,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,26.161
2019-09-06,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,25.8219
2019-09-06,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.6593
2019-09-06,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.7734
2019-09-06,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,209.8964
2019-09-06,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,70.42
2019-09-06,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,116.809
2019-09-09,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.99
2019-09-09,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.68
2019-09-09,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.18
2019-09-09,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,195.895
2019-09-09,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.51
2019-09-09,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,466.492
2019-09-09,HSBC Large Cap Fund - Regular Growth,INF336L01016,203.6267
2019-09-09,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,65.336
2019-09-09,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,26.306
2019-09-09,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,26.018
2019-09-09,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.708
2019-09-09,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.9743
2019-09-09,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,211.0241
2019-09-09,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,70.7
2019-09-09,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,117.3193
2019-09-11,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.98
2019-09-11,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.77
2019-09-11,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.17
2019-09-11,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,197.096
2019-09-11,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.47
2019-09-11,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,467.927
2019-09-11,HSBC Large Cap Fund - Regular Growth,INF336L01016,203.8327
2019-09-11,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,65.4067
2019-09-11,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,26.32
2019-09-11,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,26.0927
2019-09-11,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.7442
2019-09-11,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,38.0963
2019-09-11,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,211.3521
2019-09-11,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,70.78
2019-09-11,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,117.5872
2019-09-12,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.91
2019-09-12,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.7
2019-09-12,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.1
2019-09-12,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,196.654
2019-09-12,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.32
2019-09-12,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,466.692
2019-09-12,HSBC Large Cap Fund - Regular Growth,INF336L01016,203.3732
2019-09-12,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,65.3172
2019-09-12,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,26.239
2019-09-12,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,26.001
2019-09-12,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.7194
2019-09-12,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,38.0264
2019-09-12,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,210.6224
2019-09-12,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,70.59
2019-09-12,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,117.2436
2019-09-13,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,29.14
2019-09-13,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.93
2019-09-13,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.27
2019-09-13,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,198.399
2019-09-13,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.57
2019-09-13,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,471.695
2019-09-13,HSBC Large Cap Fund - Regular Growth,INF336L01016,205.1055
2019-09-13,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,65.494
2019-09-13,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,26.469
2019-09-13,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,26.2133
2019-09-13,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.8092
2019-09-13,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,38.3794
2019-09-13,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,212.598
2019-09-13,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,71.16
2019-09-13,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,118.0576
2019-09-16,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,29.05
2019-09-16,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.78
2019-09-16,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.18
2019-09-16,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,197.149
2019-09-16,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.44
2019-09-16,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,467.458
2019-09-16,HSBC Large Cap Fund - Regular Growth,INF336L01016,203.6152
2019-09-16,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,65.3555
2019-09-16,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,26.284
2019-09-16,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,26.1256
2019-09-16,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.7709
2019-09-16,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,38.0983
2019-09-16,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,211.2847
2019-09-16,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,70.72
2019-09-16,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,117.5796
2019-09-17,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.74
2019-09-17,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.28
2019-09-17,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,23.82
2019-09-17,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,193.575
2019-09-17,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,33.99
2019-09-17,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,457.844
2019-09-17,HSBC Large Cap Fund - Regular Growth,INF336L01016,200.4043
2019-09-17,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,64.9093
2019-09-17,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,25.883
2019-09-17,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,25.8044
2019-09-17,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.6275
2019-09-17,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.4239
2019-09-17,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,207.5105
2019-09-17,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,69.52
2019-09-17,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,115.5268
2019-09-18,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.85
2019-09-18,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.4
2019-09-18,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,23.87
2019-09-18,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,194.109
2019-09-18,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,34.08
2019-09-18,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,459.941
2019-09-18,HSBC Large Cap Fund - Regular Growth,INF336L01016,201.0483
2019-09-18,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,64.9726
2019-09-18,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,25.97
2019-09-18,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,25.8766
2019-09-18,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.646
2019-09-18,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.5472
2019-09-18,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,208.5187
2019-09-18,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,69.82
2019-09-18,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,115.7916
2019-09-19,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,28.56
2019-09-19,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,30.02
2019-09-19,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,23.63
2019-09-19,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,191.868
2019-09-19,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,33.71
2019-09-19,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,452.903
2019-09-19,HSBC Large Cap Fund - Regular Growth,INF336L01016,198.795
2019-09-19,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,64.6708
2019-09-19,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,25.652
2019-09-19,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,25.5912
2019-09-19,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,9.5322
2019-09-19,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,37.1449
2019-09-19,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,205.8904
2019-09-19,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,69.01
2019-09-19,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,114.3398
2019-09-20,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,30.1
2019-09-20,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,31.8
2019-09-20,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,24.95
2019-09-20,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,205.837
2019-09-20,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,35.41
2019-09-20,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,473.972
2019-09-20,HSBC Large Cap Fund - Regular Growth,INF336L01016,209.1125
2019-09-20,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.0086
2019-09-20,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.072
2019-09-20,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.0143
2019-09-20,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.1006
2019-09-20,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,39.1883
2019-09-20,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,217.1786
2019-09-20,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,72.68
2019-09-20,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,120.463
2019-09-23,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,31.26
2019-09-23,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,32.95
2019-09-23,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,25.73
2019-09-23,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,213.921
2019-09-23,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,36.39
2019-09-23,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,485.369
2019-09-23,HSBC Large Cap Fund - Regular Growth,INF336L01016,214.748
2019-09-23,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.8322
2019-09-23,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.852
2019-09-23,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.9592
2019-09-23,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.4382
2019-09-23,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,40.2625
2019-09-23,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,223.6614
2019-09-23,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,74.84
2019-09-23,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,123.5877
2019-09-24,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,31.11
2019-09-24,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,32.75
2019-09-24,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,25.65
2019-09-24,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,213.033
2019-09-24,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,36.36
2019-09-24,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,483.592
2019-09-24,HSBC Large Cap Fund - Regular Growth,INF336L01016,214.2221
2019-09-24,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.7513
2019-09-24,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.756
2019-09-24,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.8836
2019-09-24,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.4342
2019-09-24,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,40.0686
2019-09-24,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,222.499
2019-09-24,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,74.63
2019-09-24,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,123.2416
2019-09-25,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,30.88
2019-09-25,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,32.32
2019-09-25,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,25.39
2019-09-25,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,210.139
2019-09-25,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,35.95
2019-09-25,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,475.988
2019-09-25,HSBC Large Cap Fund - Regular Growth,INF336L01016,211.2502
2019-09-25,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.4015
2019-09-25,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.43
2019-09-25,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.6205
2019-09-25,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.3427
2019-09-25,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,39.5
2019-09-25,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,219.7766
2019-09-25,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,73.93
2019-09-25,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,121.5157
2019-09-26,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,31.19
2019-09-26,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,32.69
2019-09-26,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,25.72
2019-09-26,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,213.918
2019-09-26,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,36.23
2019-09-26,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,482.627
2019-09-26,HSBC Large Cap Fund - Regular Growth,INF336L01016,213.3816
2019-09-26,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.7288
2019-09-26,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.817
2019-09-26,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.9423
2019-09-26,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.465
2019-09-26,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,40.2276
2019-09-26,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,222.6173
2019-09-26,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,74.64
2019-09-26,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,122.9912
2019-09-27,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,31.21
2019-09-27,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,32.62
2019-09-27,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,25.68
2019-09-27,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,212.96
2019-09-27,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,36.21
2019-09-27,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,479.862
2019-09-27,HSBC Large Cap Fund - Regular Growth,INF336L01016,213.3103
2019-09-27,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.5842
2019-09-27,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.749
2019-09-27,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.8694
2019-09-27,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.4426
2019-09-27,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,40.1066
2019-09-27,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,222.037
2019-09-27,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,74.53
2019-09-27,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,122.3166
2019-09-30,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,31.11
2019-09-30,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,32.41
2019-09-30,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,25.57
2019-09-30,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,211.249
2019-09-30,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,36.02
2019-09-30,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,477.378
2019-09-30,HSBC Large Cap Fund - Regular Growth,INF336L01016,213.0375
2019-09-30,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.4939
2019-09-30,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.659
2019-09-30,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.6937
2019-09-30,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.3899
2019-09-30,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,39.9462
2019-09-30,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,220.4514
2019-09-30,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,74.22
2019-09-30,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,121.7539
2019-10-01,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,30.93
2019-10-01,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,32.11
2019-10-01,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,25.45
2019-10-01,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,209.522
2019-10-01,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,35.67
2019-10-01,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,470.91
2019-10-01,HSBC Large Cap Fund - Regular Growth,INF336L01016,210.6722
2019-10-01,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,66.2439
2019-10-01,L&T India Large Cap Fund - Regular Plan - Growth,INF677K01155,27.392
2019-10-01,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,27.5953
2019-10-01,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,10.3107
2019-10-01,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,39.5741
