Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-04 00:00:00+05:30,18375.650390625,18385.900390625,18153.05078125,18173.44921875,4360600,0.0,0.0
2023-01-05 00:00:00+05:30,18236.55078125,18256.30078125,18032.44921875,18150.0,4328300,0.0,0.0
2023-01-06 00:00:00+05:30,18165.94921875,18200.30078125,17951.80078125,18013.94921875,4026200,0.0,0.0
2023-01-09 00:00:00+05:30,18111.30078125,18276.25,18098.0,18248.55078125,4219800,0.0,0.0
2023-01-10 00:00:00+05:30,18270.0,18274.400390625,18008.30078125,18081.0,4623800,0.0,0.0
2023-01-11 00:00:00+05:30,18094.650390625,18135.30078125,17988.19921875,18054.30078125,4395000,0.0,0.0
2023-01-12 00:00:00+05:30,18080.55078125,18105.150390625,17932.75,18028.30078125,4351000,0.0,0.0
2023-01-13 00:00:00+05:30,18041.19921875,18157.150390625,17949.150390625,18126.25,4377700,0.0,0.0
2023-01-16 00:00:00+05:30,18191.849609375,18212.0,18029.0,18074.19921875,3604900,0.0,0.0
2023-01-17 00:00:00+05:30,18102.150390625,18235.349609375,18065.44921875,18216.400390625,4628800,0.0,0.0
2023-01-18 00:00:00+05:30,18237.599609375,18324.30078125,18189.55078125,18307.400390625,5035800,0.0,0.0
2023-01-19 00:00:00+05:30,18260.099609375,18291.650390625,18202.80078125,18244.75,4132000,0.0,0.0
2023-01-20 00:00:00+05:30,18252.80078125,18278.150390625,18156.0,18169.44921875,4497900,0.0,0.0
2023-01-23 00:00:00+05:30,18254.69921875,18292.5,18203.849609375,18249.349609375,3911600,0.0,0.0
2023-01-24 00:00:00+05:30,18313.599609375,18323.75,18210.5,18245.349609375,4282800,0.0,0.0
2023-01-25 00:00:00+05:30,18213.55078125,18219.900390625,17950.400390625,17974.349609375,7325600,0.0,0.0
2023-01-27 00:00:00+05:30,17946.0,17953.30078125,17483.900390625,17594.5,9731100,0.0,0.0
2023-01-30 00:00:00+05:30,17498.650390625,17676.599609375,17331.900390625,17571.849609375,8473900,0.0,0.0
2023-01-31 00:00:00+05:30,17636.75,17644.150390625,17467.5,17601.0,8126800,0.0,0.0
2023-02-01 00:00:00+05:30,17744.849609375,17866.94921875,17247.599609375,17516.150390625,9620500,0.0,0.0
2023-02-02 00:00:00+05:30,17401.25,17534.349609375,17321.0,17490.30078125,8234700,0.0,0.0
2023-02-03 00:00:00+05:30,17574.5,17701.80078125,17422.19921875,17687.349609375,7429500,0.0,0.0
2023-02-06 00:00:00+05:30,17648.69921875,17652.19921875,17541.80078125,17611.44921875,5428700,0.0,0.0
2023-02-07 00:00:00+05:30,17626.44921875,17654.900390625,17504.25,17569.69921875,6532800,0.0,0.0
2023-02-08 00:00:00+05:30,17598.55078125,17743.900390625,17596.849609375,17719.849609375,7687400,0.0,0.0
2023-02-09 00:00:00+05:30,17724.25,17751.650390625,17625.25,17723.849609375,6945900,0.0,0.0
2023-02-10 00:00:00+05:30,17675.400390625,17704.44921875,17634.94921875,17685.44921875,6144000,0.0,0.0
2023-02-13 00:00:00+05:30,17679.400390625,17697.099609375,17532.0,17575.150390625,4600000,0.0,0.0
2023-02-14 00:00:00+05:30,17626.30078125,17721.900390625,17581.599609375,17702.349609375,4760100,0.0,0.0
2023-02-15 00:00:00+05:30,17664.05078125,17804.900390625,17629.30078125,17786.900390625,3965300,0.0,0.0
2023-02-16 00:00:00+05:30,17856.94921875,17907.0,17783.30078125,17814.900390625,4574600,0.0,0.0
2023-02-17 00:00:00+05:30,17753.25,17808.55078125,17666.30078125,17721.05078125,4056300,0.0,0.0
2023-02-20 00:00:00+05:30,17737.099609375,17768.75,17600.849609375,17626.900390625,4475900,0.0,0.0
2023-02-21 00:00:00+05:30,17682.849609375,17699.25,17579.099609375,17604.400390625,4580600,0.0,0.0
2023-02-22 00:00:00+05:30,17529.650390625,17539.94921875,17307.099609375,17335.0,4264400,0.0,0.0
2023-02-23 00:00:00+05:30,17349.80078125,17386.30078125,17224.19921875,17286.30078125,5425400,0.0,0.0
2023-02-24 00:00:00+05:30,17357.19921875,17369.0,17198.30078125,17242.150390625,4444200,0.0,0.0
2023-02-27 00:00:00+05:30,17200.25,17212.900390625,17060.099609375,17156.150390625,4584900,0.0,0.0
2023-02-28 00:00:00+05:30,17145.30078125,17195.349609375,17039.599609375,17083.80078125,8966700,0.0,0.0
2023-03-01 00:00:00+05:30,17134.900390625,17253.44921875,17124.099609375,17238.44921875,4760200,0.0,0.0
2023-03-02 00:00:00+05:30,17217.05078125,17236.099609375,17112.650390625,17129.650390625,4818600,0.0,0.0
2023-03-03 00:00:00+05:30,17258.19921875,17433.900390625,17241.400390625,17385.94921875,5967800,0.0,0.0
2023-03-06 00:00:00+05:30,17475.25,17586.05078125,17467.80078125,17506.30078125,5854900,0.0,0.0
2023-03-08 00:00:00+05:30,17463.900390625,17564.400390625,17399.05078125,17552.94921875,4583500,0.0,0.0
2023-03-09 00:00:00+05:30,17578.25,17582.30078125,17382.0,17398.30078125,4325700,0.0,0.0
2023-03-10 00:00:00+05:30,17261.400390625,17269.099609375,17147.0,17244.30078125,4158000,0.0,0.0
2023-03-13 00:00:00+05:30,17257.25,17358.55078125,16960.0,16997.30078125,4546500,0.0,0.0
2023-03-14 00:00:00+05:30,17003.349609375,17060.05078125,16826.099609375,16887.05078125,5209300,0.0,0.0
2023-03-15 00:00:00+05:30,17002.75,17044.099609375,16795.5,16825.05078125,4298500,0.0,0.0
2023-03-16 00:00:00+05:30,16844.75,16923.849609375,16696.25,16852.25,10267700,0.0,0.0
2023-03-17 00:00:00+05:30,16981.099609375,17014.30078125,16843.0,16964.80078125,8283600,0.0,0.0
2023-03-20 00:00:00+05:30,16920.900390625,16922.75,16700.25,16852.900390625,5116000,0.0,0.0
2023-03-21 00:00:00+05:30,16926.25,16990.44921875,16876.69921875,16970.5,4499700,0.0,0.0
2023-03-22 00:00:00+05:30,17041.900390625,17075.099609375,16987.5,17026.19921875,0,0.0,0.0
2023-03-23 00:00:00+05:30,16977.44921875,17075.69921875,16929.5,16958.150390625,4246900,0.0,0.0
2023-03-24 00:00:00+05:30,16966.69921875,16998.400390625,16806.099609375,16831.80078125,4880700,0.0,0.0
2023-03-27 00:00:00+05:30,16870.30078125,16953.55078125,16802.55078125,16849.30078125,4806300,0.0,0.0
2023-03-28 00:00:00+05:30,16884.75,16905.30078125,16758.099609375,16795.349609375,4868100,0.0,0.0
2023-03-29 00:00:00+05:30,16808.849609375,16962.69921875,16791.30078125,16918.05078125,6676600,0.0,0.0
2023-03-31 00:00:00+05:30,17043.0,17206.849609375,17036.099609375,17186.150390625,5948700,0.0,0.0
2023-04-03 00:00:00+05:30,17256.19921875,17256.19921875,17141.44921875,17224.75,4180100,0.0,0.0
2023-04-05 00:00:00+05:30,17245.650390625,17387.80078125,17232.650390625,17373.94921875,4565000,0.0,0.0
2023-04-06 00:00:00+05:30,17357.55078125,17451.099609375,17321.30078125,17414.650390625,4332800,0.0,0.0
2023-04-10 00:00:00+05:30,17454.05078125,17510.30078125,17422.900390625,17446.30078125,4428900,0.0,0.0
2023-04-11 00:00:00+05:30,17528.44921875,17571.05078125,17476.19921875,17540.80078125,4731500,0.0,0.0
2023-04-12 00:00:00+05:30,17582.80078125,17638.94921875,17539.94921875,17626.900390625,4042800,0.0,0.0
2023-04-13 00:00:00+05:30,17624.44921875,17647.69921875,17546.55078125,17635.150390625,4411900,0.0,0.0
2023-04-17 00:00:00+05:30,17667.30078125,17667.30078125,17411.55078125,17543.44921875,5124000,0.0,0.0
2023-04-18 00:00:00+05:30,17600.55078125,17600.55078125,17457.44921875,17510.849609375,4180800,0.0,0.0
2023-04-19 00:00:00+05:30,17507.44921875,17513.849609375,17421.80078125,17455.44921875,4638400,0.0,0.0
2023-04-20 00:00:00+05:30,17476.05078125,17515.5,17422.19921875,17459.849609375,3543700,0.0,0.0
2023-04-21 00:00:00+05:30,17476.099609375,17493.19921875,17388.55078125,17455.25,4533700,0.0,0.0
2023-04-24 00:00:00+05:30,17532.599609375,17574.849609375,17446.099609375,17564.400390625,4124700,0.0,0.0
2023-04-25 00:00:00+05:30,17582.19921875,17633.400390625,17546.80078125,17600.05078125,6285500,0.0,0.0
2023-04-26 00:00:00+05:30,17598.30078125,17657.69921875,17549.69921875,17645.55078125,4103700,0.0,0.0
2023-04-27 00:00:00+05:30,17646.44921875,17755.150390625,17631.69921875,17739.94921875,4652500,0.0,0.0
2023-04-28 00:00:00+05:30,17777.400390625,17926.05078125,17726.69921875,17903.94921875,7132300,0.0,0.0
2023-05-02 00:00:00+05:30,17964.349609375,18020.599609375,17943.5,17989.30078125,5336300,0.0,0.0
2023-05-03 00:00:00+05:30,17958.150390625,17971.25,17895.349609375,17941.099609375,4516300,0.0,0.0
2023-05-04 00:00:00+05:30,17938.599609375,18110.30078125,17923.44921875,18099.75,5084900,0.0,0.0
2023-05-05 00:00:00+05:30,17982.05078125,18076.69921875,17925.55078125,17939.25,4807700,0.0,0.0
2023-05-08 00:00:00+05:30,17984.55078125,18137.0,17966.25,18118.5,4865600,0.0,0.0
2023-05-09 00:00:00+05:30,18154.849609375,18198.849609375,18078.19921875,18114.05078125,5308800,0.0,0.0
2023-05-10 00:00:00+05:30,18158.05078125,18182.400390625,18064.599609375,18170.849609375,4199300,0.0,0.0
2023-05-11 00:00:00+05:30,18218.80078125,18242.349609375,18146.650390625,18174.25,4403600,0.0,0.0
2023-05-12 00:00:00+05:30,18152.69921875,18212.150390625,18070.099609375,18181.94921875,4400400,0.0,0.0
2023-05-15 00:00:00+05:30,18202.849609375,18317.69921875,18157.900390625,18258.099609375,4120000,0.0,0.0
2023-05-16 00:00:00+05:30,18291.599609375,18291.69921875,18141.69921875,18162.25,4956200,0.0,0.0
2023-05-17 00:00:00+05:30,18178.599609375,18186.75,17991.849609375,18056.69921875,4332500,0.0,0.0
2023-05-18 00:00:00+05:30,18156.75,18165.650390625,17964.349609375,17985.75,4894900,0.0,0.0
2023-05-19 00:00:00+05:30,18034.5,18074.5,17911.69921875,18060.349609375,4984600,0.0,0.0
2023-05-22 00:00:00+05:30,18065.650390625,18199.5,18040.44921875,18180.900390625,5723500,0.0,0.0
2023-05-23 00:00:00+05:30,18236.5,18287.44921875,18197.80078125,18219.80078125,5014000,0.0,0.0
2023-05-24 00:00:00+05:30,18178.55078125,18267.80078125,18149.30078125,18170.0,4464800,0.0,0.0
2023-05-25 00:00:00+05:30,18158.30078125,18230.349609375,18102.150390625,18213.599609375,5436600,0.0,0.0
2023-05-26 00:00:00+05:30,18256.150390625,18400.69921875,18223.30078125,18393.05078125,4543600,0.0,0.0
2023-05-29 00:00:00+05:30,18512.5,18532.25,18472.599609375,18490.25,4721600,0.0,0.0
2023-05-30 00:00:00+05:30,18500.150390625,18546.900390625,18470.099609375,18516.94921875,4248400,0.0,0.0
2023-05-31 00:00:00+05:30,18479.150390625,18484.5,18380.25,18438.30078125,13086600,0.0,0.0
2023-06-01 00:00:00+05:30,18482.849609375,18493.25,18383.80078125,18405.69921875,4656600,0.0,0.0
2023-06-02 00:00:00+05:30,18469.25,18492.05078125,18402.69921875,18457.0,6001900,0.0,0.0
2023-06-05 00:00:00+05:30,18529.94921875,18554.900390625,18502.69921875,18513.849609375,4944800,0.0,0.0
2023-06-06 00:00:00+05:30,18525.349609375,18550.650390625,18459.80078125,18527.849609375,4181200,0.0,0.0
2023-06-07 00:00:00+05:30,18596.05078125,18671.599609375,18566.099609375,18659.650390625,4694800,0.0,0.0
2023-06-08 00:00:00+05:30,18665.400390625,18706.05078125,18546.099609375,18562.94921875,5312200,0.0,0.0
2023-06-09 00:00:00+05:30,18588.19921875,18607.150390625,18493.099609375,18502.099609375,4268800,0.0,0.0
2023-06-12 00:00:00+05:30,18537.0,18570.19921875,18498.30078125,18545.80078125,4229400,0.0,0.0
2023-06-13 00:00:00+05:30,18581.80078125,18679.25,18581.400390625,18668.0,4554700,0.0,0.0
2023-06-14 00:00:00+05:30,18700.25,18719.5,18644.75,18705.25,4892600,0.0,0.0
2023-06-15 00:00:00+05:30,18727.30078125,18757.44921875,18633.650390625,18653.599609375,4858900,0.0,0.0
2023-06-16 00:00:00+05:30,18695.349609375,18835.94921875,18683.349609375,18798.55078125,5069800,0.0,0.0
2023-06-19 00:00:00+05:30,18847.80078125,18855.75,18698.25,18732.80078125,4308800,0.0,0.0
2023-06-20 00:00:00+05:30,18736.30078125,18816.400390625,18651.849609375,18794.599609375,3940500,0.0,0.0
2023-06-21 00:00:00+05:30,18829.69921875,18858.19921875,18774.650390625,18827.80078125,4309700,0.0,0.0
2023-06-22 00:00:00+05:30,18830.349609375,18850.400390625,18710.30078125,18722.69921875,4587100,0.0,0.0
2023-06-23 00:00:00+05:30,18698.94921875,18710.05078125,18580.94921875,18595.75,4159600,0.0,0.0
2023-06-26 00:00:00+05:30,18600.650390625,18654.94921875,18578.05078125,18632.75,3332000,0.0,0.0
2023-06-27 00:00:00+05:30,18690.94921875,18761.5,18662.44921875,18751.30078125,4109800,0.0,0.0
2023-06-28 00:00:00+05:30,18840.80078125,18926.05078125,18795.75,18901.19921875,7002100,0.0,0.0
2023-06-30 00:00:00+05:30,18999.94921875,19110.5,18953.19921875,19099.55078125,5171400,0.0,0.0
2023-07-03 00:00:00+05:30,19159.94921875,19243.099609375,19148.55078125,19223.849609375,4504000,0.0,0.0
2023-07-04 00:00:00+05:30,19305.55078125,19318.69921875,19196.849609375,19270.55078125,3867700,0.0,0.0
2023-07-05 00:00:00+05:30,19295.349609375,19317.599609375,19239.849609375,19297.94921875,4417800,0.0,0.0
2023-07-06 00:00:00+05:30,19293.150390625,19410.05078125,19279.650390625,19397.099609375,5048800,0.0,0.0
2023-07-07 00:00:00+05:30,19333.55078125,19426.80078125,19205.25,19233.599609375,4628000,0.0,0.0
2023-07-10 00:00:00+05:30,19299.0,19316.900390625,19213.5,19239.80078125,4375300,0.0,0.0
2023-07-11 00:00:00+05:30,19307.349609375,19403.349609375,19288.19921875,19333.599609375,4715800,0.0,0.0
2023-07-12 00:00:00+05:30,19389.400390625,19398.099609375,19274.55078125,19293.69921875,5311200,0.0,0.0
2023-07-13 00:00:00+05:30,19400.349609375,19466.400390625,19275.400390625,19304.849609375,6733600,0.0,0.0
2023-07-14 00:00:00+05:30,19386.30078125,19482.69921875,19321.69921875,19454.0,5338000,0.0,0.0
2023-07-17 00:00:00+05:30,19500.349609375,19602.80078125,19457.75,19584.80078125,4552600,0.0,0.0
2023-07-18 00:00:00+05:30,19657.94921875,19681.650390625,19548.94921875,19605.849609375,4903500,0.0,0.0
2023-07-19 00:00:00+05:30,19658.650390625,19706.80078125,19596.599609375,19690.69921875,4331900,0.0,0.0
2023-07-20 00:00:00+05:30,19694.19921875,19822.94921875,19622.599609375,19811.900390625,4452700,0.0,0.0
2023-07-21 00:00:00+05:30,19655.25,19732.25,19562.400390625,19602.599609375,5419700,0.0,0.0
2023-07-24 00:00:00+05:30,19610.30078125,19642.80078125,19526.650390625,19540.44921875,4992300,0.0,0.0
2023-07-25 00:00:00+05:30,19593.75,19593.75,19491.05078125,19566.900390625,6130600,0.0,0.0
2023-07-26 00:00:00+05:30,19623.80078125,19706.349609375,19600.94921875,19662.0,4684600,0.0,0.0
2023-07-27 00:00:00+05:30,19731.55078125,19752.44921875,19510.30078125,19566.69921875,5715200,0.0,0.0
2023-07-28 00:00:00+05:30,19576.650390625,19606.44921875,19498.55078125,19580.650390625,5844800,0.0,0.0
2023-07-31 00:00:00+05:30,19598.900390625,19697.44921875,19545.0,19679.349609375,5635400,0.0,0.0
2023-08-01 00:00:00+05:30,19712.849609375,19722.099609375,19630.69921875,19659.849609375,5143800,0.0,0.0
2023-08-02 00:00:00+05:30,19590.55078125,19610.0,19339.75,19447.099609375,5605500,0.0,0.0
2023-08-03 00:00:00+05:30,19388.55078125,19453.900390625,19222.400390625,19310.900390625,8225200,0.0,0.0
2023-08-04 00:00:00+05:30,19394.75,19472.5,19378.400390625,19448.75,8660200,0.0,0.0
2023-08-07 00:00:00+05:30,19509.900390625,19546.150390625,19451.19921875,19521.849609375,6426700,0.0,0.0
2023-08-08 00:00:00+05:30,19554.599609375,19560.55078125,19450.099609375,19497.44921875,5957400,0.0,0.0
2023-08-09 00:00:00+05:30,19510.599609375,19565.69921875,19403.05078125,19554.75,5117200,0.0,0.0
2023-08-10 00:00:00+05:30,19535.55078125,19548.900390625,19423.5,19463.099609375,5647100,0.0,0.0
2023-08-11 00:00:00+05:30,19482.30078125,19484.400390625,19343.25,19359.0,4611900,0.0,0.0
2023-08-14 00:00:00+05:30,19313.44921875,19363.55078125,19153.69921875,19330.80078125,4550600,0.0,0.0
2023-08-16 00:00:00+05:30,19268.05078125,19375.05078125,19212.75,19358.05078125,0,0.0,0.0
2023-08-17 00:00:00+05:30,19350.80078125,19361.599609375,19236.30078125,19264.599609375,4257900,0.0,0.0
2023-08-18 00:00:00+05:30,19208.25,19273.150390625,19157.44921875,19209.349609375,4358200,0.0,0.0
2023-08-21 00:00:00+05:30,19224.05078125,19333.19921875,19205.25,19303.400390625,4087300,0.0,0.0
2023-08-22 00:00:00+05:30,19333.05078125,19364.25,19305.5,19325.44921875,4554400,0.0,0.0
2023-08-23 00:00:00+05:30,19371.349609375,19397.0,19302.69921875,19362.55078125,4486500,0.0,0.0
2023-08-24 00:00:00+05:30,19458.349609375,19504.19921875,19306.650390625,19323.349609375,4703500,0.0,0.0
2023-08-25 00:00:00+05:30,19242.55078125,19278.5,19162.69921875,19193.900390625,6856400,0.0,0.0
2023-08-28 00:00:00+05:30,19235.900390625,19299.099609375,19183.349609375,19243.650390625,5070000,0.0,0.0
2023-08-29 00:00:00+05:30,19311.69921875,19313.150390625,19259.44921875,19291.25,5085600,0.0,0.0
2023-08-30 00:00:00+05:30,19383.69921875,19400.650390625,19295.349609375,19307.5,5980200,0.0,0.0
2023-08-31 00:00:00+05:30,19331.349609375,19338.55078125,19178.0,19204.80078125,8760300,0.0,0.0
2023-09-01 00:00:00+05:30,19212.900390625,19403.75,19210.150390625,19382.94921875,5826200,0.0,0.0
2023-09-04 00:00:00+05:30,19473.400390625,19499.75,19382.94921875,19485.5,6362448000,0.0,0.0
2023-09-05 00:00:00+05:30,19525.150390625,19542.80078125,19482.19921875,19531.19921875,5367100,0.0,0.0
2023-09-06 00:00:00+05:30,19542.0,19599.94921875,19464.099609375,19578.25,7063400,0.0,0.0
2023-09-07 00:00:00+05:30,19572.099609375,19703.0,19533.150390625,19690.5,6183300,0.0,0.0
2023-09-08 00:00:00+05:30,19741.30078125,19834.900390625,19690.5,19789.30078125,5859500,0.0,0.0
2023-09-11 00:00:00+05:30,19864.900390625,19981.0,19841.75,19970.80078125,5471300,0.0,0.0
2023-09-12 00:00:00+05:30,20082.099609375,20082.400390625,19835.05078125,19905.19921875,6629800,0.0,0.0
2023-09-13 00:00:00+05:30,19900.849609375,20000.5,19844.75,19977.80078125,4963000,0.0,0.0
2023-09-14 00:00:00+05:30,20040.55078125,20083.69921875,19961.400390625,20024.80078125,4854300,0.0,0.0
2023-09-15 00:00:00+05:30,20079.75,20136.30078125,20048.75,20108.400390625,8106100,0.0,0.0
2023-09-18 00:00:00+05:30,20092.94921875,20115.5,20039.75,20056.150390625,5609000,0.0,0.0
2023-09-20 00:00:00+05:30,19919.0,19984.150390625,19809.55078125,19832.599609375,6581600,0.0,0.0
2023-09-21 00:00:00+05:30,19779.19921875,19784.80078125,19641.19921875,19674.80078125,4658300,0.0,0.0
2023-09-22 00:00:00+05:30,19679.5,19732.80078125,19597.19921875,19614.19921875,4742000,0.0,0.0
