Date,Scheme Name,ISIN,NAV
2023-04-26,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,337.9316
2023-04-26,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,102.78
2023-04-26,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,188.5373
2023-04-26,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.296
2023-04-27,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,42.62
2023-04-27,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,49.48
2023-04-27,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.49
2023-04-27,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,144.2279
2023-04-27,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,41.72
2023-04-27,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,294.812
2023-04-27,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,56.82
2023-04-27,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,759.801
2023-04-27,HSBC Large Cap Fund - Regular Growth,INF336L01016,317.8544
2023-04-27,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.0203
2023-04-27,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,100.8407
2023-04-27,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,39.5096
2023-04-27,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.5056
2023-04-27,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.5065
2023-04-27,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,64.1966
2023-04-27,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.0251
2023-04-27,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,339.1875
2023-04-27,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,103.29
2023-04-27,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,189.717
2023-04-27,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.362
2023-04-28,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,42.93
2023-04-28,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,49.868
2023-04-28,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.56
2023-04-28,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,145.3653
2023-04-28,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.05
2023-04-28,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,295.975
2023-04-28,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.29
2023-04-28,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,766.365
2023-04-28,HSBC Large Cap Fund - Regular Growth,INF336L01016,320.5059
2023-04-28,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.1425
2023-04-28,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,101.7918
2023-04-28,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,39.7773
2023-04-28,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.6124
2023-04-28,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.6442
2023-04-28,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,64.8057
2023-04-28,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.1394
2023-04-28,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,341.2543
2023-04-28,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,104.17
2023-04-28,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,190.8145
2023-04-28,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.448
2023-05-02,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.02
2023-05-02,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.272
2023-05-02,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.61
2023-05-02,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,145.9686
2023-05-02,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.23
2023-05-02,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,297.786
2023-05-02,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.52
2023-05-02,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,770.27
2023-05-02,HSBC Large Cap Fund - Regular Growth,INF336L01016,322.1877
2023-05-02,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.1979
2023-05-02,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.3537
2023-05-02,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,39.9537
2023-05-02,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.6878
2023-05-02,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.6888
2023-05-02,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.0357
2023-05-02,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.1943
2023-05-02,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,342.3493
2023-05-02,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,104.6
2023-05-02,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,191.7961
2023-05-02,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.494
2023-05-03,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,42.96
2023-05-03,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.248
2023-05-03,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.59
2023-05-03,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,145.7247
2023-05-03,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.19
2023-05-03,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,296.92
2023-05-03,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.43
2023-05-03,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,768.361
2023-05-03,HSBC Large Cap Fund - Regular Growth,INF336L01016,321.6858
2023-05-03,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.1738
2023-05-03,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.2044
2023-05-03,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,39.8876
2023-05-03,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.6443
2023-05-03,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.665
2023-05-03,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,64.9552
2023-05-03,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.1684
2023-05-03,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,342.1266
2023-05-03,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,104.5
2023-05-03,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,191.3829
2023-05-03,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.489
2023-05-04,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.38
2023-05-04,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.557
2023-05-04,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.65
2023-05-04,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,146.8244
2023-05-04,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.57
2023-05-04,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,299.026
2023-05-04,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.85
2023-05-04,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,773.597
2023-05-04,HSBC Large Cap Fund - Regular Growth,INF336L01016,323.9062
2023-05-04,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2395
2023-05-04,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.763
2023-05-04,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.1753
2023-05-04,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.7467
2023-05-04,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.7023
2023-05-04,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.5588
2023-05-04,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.3134
2023-05-04,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,344.7484
2023-05-04,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,104.87
2023-05-04,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,193.1092
2023-05-04,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.575
2023-05-05,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.13
2023-05-05,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.021
2023-05-05,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.59
2023-05-05,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,145.6934
2023-05-05,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.29
2023-05-05,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,296.854
2023-05-05,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.37
2023-05-05,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,765.465
2023-05-05,HSBC Large Cap Fund - Regular Growth,INF336L01016,321.0024
2023-05-05,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.1444
2023-05-05,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.0105
2023-05-05,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,39.8619
2023-05-05,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.6073
2023-05-05,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.6465
2023-05-05,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.1677
2023-05-05,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.1736
2023-05-05,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,341.6825
2023-05-05,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,104.39
2023-05-05,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,191.8109
2023-05-05,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.539
2023-05-08,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.63
2023-05-08,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.591
2023-05-08,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.68
2023-05-08,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,147.2098
2023-05-08,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.76
2023-05-08,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,300.779
2023-05-08,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.97
2023-05-08,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,773.162
2023-05-08,HSBC Large Cap Fund - Regular Growth,INF336L01016,324.2015
2023-05-08,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2607
2023-05-08,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.9975
2023-05-08,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.3003
2023-05-08,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.7829
2023-05-08,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.7433
2023-05-08,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.7651
2023-05-08,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.3385
2023-05-08,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,345.0899
2023-05-08,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,105.07
2023-05-08,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,193.6303
2023-05-08,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.623
2023-05-09,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.59
2023-05-09,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.712
2023-05-09,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.65
2023-05-09,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,147.0063
2023-05-09,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.72
2023-05-09,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,301.032
2023-05-09,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.9
2023-05-09,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,772.887
2023-05-09,HSBC Large Cap Fund - Regular Growth,INF336L01016,324.369
2023-05-09,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2353
2023-05-09,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.762
2023-05-09,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.3284
2023-05-09,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.78
2023-05-09,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.8313
2023-05-09,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.7605
2023-05-09,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.3516
2023-05-09,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,345.237
2023-05-09,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,105.34
2023-05-09,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,193.8764
2023-05-09,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.636
2023-05-10,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.72
2023-05-10,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.881
2023-05-10,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.68
2023-05-10,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,147.3747
2023-05-10,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.82
2023-05-10,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,302.103
2023-05-10,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,58.07
2023-05-10,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,774.611
2023-05-10,HSBC Large Cap Fund - Regular Growth,INF336L01016,325.417
2023-05-10,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2662
2023-05-10,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.9596
2023-05-10,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.4039
2023-05-10,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.8319
2023-05-10,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.8383
2023-05-10,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,66.0236
2023-05-10,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.4122
2023-05-10,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,346.382
2023-05-10,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,105.34
2023-05-10,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,194.5069
2023-05-10,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.659
2023-05-11,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.74
2023-05-11,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.915
2023-05-11,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.67
2023-05-11,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,147.167
2023-05-11,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.84
2023-05-11,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,303.207
2023-05-11,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.94
2023-05-11,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,774.157
2023-05-11,HSBC Large Cap Fund - Regular Growth,INF336L01016,325.3961
2023-05-11,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2532
2023-05-11,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.7628
2023-05-11,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.3887
2023-05-11,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.8223
2023-05-11,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.7922
2023-05-11,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.8425
2023-05-11,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.4065
2023-05-11,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,346.6994
2023-05-11,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,105.51
2023-05-11,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,194.8563
2023-05-11,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.667
2023-05-12,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.81
2023-05-12,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,51.085
2023-05-12,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.7
2023-05-12,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,147.0684
2023-05-12,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.92
2023-05-12,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,304.324
2023-05-12,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.98
2023-05-12,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,774.699
2023-05-12,HSBC Large Cap Fund - Regular Growth,INF336L01016,325.6793
2023-05-12,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2459
2023-05-12,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.4877
2023-05-12,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.4835
2023-05-12,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.8214
2023-05-12,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.754
2023-05-12,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,66.0112
2023-05-12,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.4221
2023-05-12,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,347.2777
2023-05-12,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,105.82
2023-05-12,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,195.2916
2023-05-12,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.689
2023-05-15,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.81
2023-05-15,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,51.357
2023-05-15,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.76
2023-05-15,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,147.7299
2023-05-15,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,43.12
2023-05-15,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,305.928
2023-05-15,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,58.28
2023-05-15,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,779.722
2023-05-15,HSBC Large Cap Fund - Regular Growth,INF336L01016,327.9086
2023-05-15,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.3116
2023-05-15,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,103.2511
2023-05-15,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.6386
2023-05-15,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.9125
2023-05-15,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.8291
2023-05-15,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,66.3667
2023-05-15,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.4888
2023-05-15,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,349.6121
2023-05-15,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,106.59
2023-05-15,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,195.7392
2023-05-15,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.714
2023-05-16,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.68
2023-05-16,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,51.245
2023-05-16,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.74
2023-05-16,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,147.357
2023-05-16,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,43.0
2023-05-16,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,304.818
2023-05-16,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,58.14
2023-05-16,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,777.618
2023-05-16,HSBC Large Cap Fund - Regular Growth,INF336L01016,327.4013
2023-05-16,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2764
2023-05-16,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,103.0914
2023-05-16,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.5056
2023-05-16,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.8768
2023-05-16,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.8062
2023-05-16,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,66.2134
2023-05-16,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.4447
2023-05-16,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,348.0934
2023-05-16,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,106.41
2023-05-16,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,195.2746
2023-05-16,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.716
2023-05-17,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.34
2023-05-17,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,51.033
2023-05-17,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.73
2023-05-17,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,146.8337
2023-05-17,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.8
2023-05-17,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,303.675
2023-05-17,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.98
2023-05-17,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,773.813
2023-05-17,HSBC Large Cap Fund - Regular Growth,INF336L01016,326.0817
2023-05-17,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.2308
2023-05-17,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.8485
2023-05-17,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.2208
2023-05-17,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.7892
2023-05-17,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.7699
2023-05-17,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.9519
2023-05-17,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,15.3613
2023-05-17,Tata Large Cap Fund -Regular Plan - Growth Option,INF277K01931,346.0588
2023-05-17,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,105.77
2023-05-17,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,194.089
2023-05-17,WhiteOak Capital Large Cap Fund Regular Plan Growth,INF03VN01662,9.669
2023-05-18,Axis Large Cap Fund - Regular Plan - Growth,INF846K01164,43.31
2023-05-18,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,50.921
2023-05-18,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,10.67
2023-05-18,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,INF251K01894,146.4006
2023-05-18,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AR3,42.7
2023-05-18,DSP Large Cap Fund - Regular Plan - Growth,INF740K01243,302.435
2023-05-18,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,57.75
2023-05-18,HDFC Large Cap Fund - Growth Option - Regular Plan,INF179K01BE2,771.212
2023-05-18,HSBC Large Cap Fund - Regular Growth,INF336L01016,324.328
2023-05-18,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,12.1765
2023-05-18,JM Large Cap Fund (Regular) - Growth Option,INF192K01601,102.2716
2023-05-18,LIC MF Large Cap Fund-Regular Plan-Growth,INF767K01105,40.1023
2023-05-18,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,15.7683
2023-05-18,quant Large Cap Fund - Growth Option - Regular Plan,INF966L01AW4,9.6922
2023-05-18,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,65.6038
